,kingdom,phylum,class,order,family,scientificname,locality,month,year,taxonkey
48086,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"HYPNUM AMABILE HAMPE, 1869",IGUAQUE,6.0,2005.0,2682016
48107,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"HYPNUM AMABILE HAMPE, 1869",IGUAQUE,8.0,1995.0,2682016
48126,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"HYPNUM AMABILE HAMPE, 1869",IGUAQUE,6.0,2005.0,2682016
48144,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"HYPNUM AMABILE HAMPE, 1869",GUACHAROS,11.0,2005.0,2682016
48257,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,HYPOCHAERIS RADICATA L.,IGUAQUE,4.0,2004.0,3093702
48262,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,HYPOCHAERIS SESSILIFLORA KUNTH,CHINGAZA,11.0,2002.0,3093832
48288,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,HYPOCHAERIS L.,TAMA,7.0,2006.0,3093681
48600,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,POLYPODIACEAE,POLYPODIACEAE,PURACE,9.0,2007.0,2368
48763,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,HYPOPTERYGIUM TAMARISCINUM (HEDW.) BRID.,IGUAQUE,6.0,2005.0,8689931
48768,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,LEPTODONTACEAE,LEPTODON MOHR,IGUAQUE,6.0,2005.0,2678421
48780,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,HYPOPTERYGIUM TAMARISCINUM (HEDW.) BRID.,GUACHAROS,11.0,2005.0,8689931
48858,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,HYPERICACEAE,HYPERICUM JUNIPERINUM (L.F.) KUNTH,SUMAPAZ,1.0,2006.0,3711397
48863,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,HYPERICACEAE,HYPERICUM HUMBOLDTIANUM STEUD.,PURACE,2.0,2006.0,3711699
49208,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,"HYLA PUGNAX SCHMIDT, 1857",PURACE,4.0,2005.0,2428833
49922,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,"HYLA LYNCHI RUIZ-CARRANZA & ARDILA-ROBAYO, 1991",TAMA,3.0,2003.0,2428304
50785,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,HYGROHYPNUM PELICHUCENSE R.S.WILLIAMS,TAMA,1.0,1999.0,7577740
50868,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,APIACEAE,HYDROCOTYLE L.,IGUAQUE,12.0,2006.0,3034601
51685,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"HOOKERIA ACUTIFOLIA W.J.HOOKER & GREVILLE, 1825",IGUAQUE,6.0,2005.0,5280016
51692,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"HOOKERIA ACUTIFOLIA W.J.HOOKER & GREVILLE, 1825",IGUAQUE,12.0,2006.0,5280016
51699,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"HOOKERIA ACUTIFOLIA W.J.HOOKER & GREVILLE, 1825",TAMA,1.0,1999.0,5280016
51785,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA ROSENSTOCKIANA (HERTER) HOLUB,GALERAS,5.0,1995.0,3991642
51946,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA CRUENTA (SPRING) ROTHM.,SUMAPAZ,3.0,2002.0,3991369
51954,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA CRUENTA (SPRING) ROTHM.,CHINGAZA,6.0,2004.0,3991369
52038,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA HIPPURIDEA (H.CHRIST) HOLUB,COCUY,10.0,2000.0,2688547
52110,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,SUMAPAZ,6.0,2003.0,2688450
52113,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,PURACE,2.0,2007.0,2688450
52115,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,IGUAQUE,4.0,2004.0,2688450
52132,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,PURACE,10.0,2007.0,2688450
52139,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,TAMA,9.0,2003.0,2688450
52148,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA REFLEXA (LAM.) TREVIS.,TAMA,11.0,1998.0,2688502
52156,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,TAMA,11.0,2002.0,2688450
52161,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,CHINGAZA,3.0,2007.0,2688450
52164,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA TETRAGONA (HOOK. & GREV.) TREVIS.,CHINGAZA,12.0,2003.0,8309852
52175,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,GALERAS,5.0,1995.0,2688450
52197,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,GALERAS,5.0,1995.0,2688450
52198,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,HUPERZIA BERNH.,CHINGAZA,12.0,2003.0,2688450
52575,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"HOLOMITRIUM MORITZIANUM HAMPE, 1847",GUACHAROS,11.0,2005.0,2674667
52858,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,HETEROSCYPHUS THRAUSTUS (SPRUCE) FULFORD,GUACHAROS,11.0,2005.0,7434553
52870,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,HETEROSCYPHUS MARGINATUS (STEPH.) FULFORD,GUACHAROS,11.0,2005.0,7464056
52881,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,HETEROSCYPHUS THRAUSTUS (SPRUCE) FULFORD,GUACHAROS,11.0,2005.0,7434553
52902,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,"HETEROMYS ANOMALUS (THOMPSON, 1815)",SIERRA NEVADA DE SANTA MARTA,6.0,1995.0,2439570
52954,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,HEMIDICTYACEAE,HEMIDICTYUM MARGINATUM C.PRESL,SIERRA NEVADA DE SANTA MARTA,6.0,1995.0,2650883
52963,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,HEMIDICTYACEAE,HEMIDICTYUM MARGINATUM C.PRESL,SIERRA NEVADA DE SANTA MARTA,8.0,1995.0,2650883
52980,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,HERBERTACEAE,HERBERTACEAE,IGUAQUE,6.0,2005.0,2282
53333,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CHLORANTHALES,CHLORANTHACEAE,HEDYOSMUM CRENATUM OCCHIONI,IGUAQUE,12.0,2006.0,3750506
53346,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CHLORANTHALES,CHLORANTHACEAE,HEDYOSMUM CRENATUM OCCHIONI,IGUAQUE,11.0,1996.0,3750506
53517,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,HERBERTACEAE,HERBERTACEAE,IGUAQUE,12.0,2006.0,2282
53552,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,HERBERTACEAE,HERBERTACEAE,IGUAQUE,11.0,1996.0,2282
53640,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,HERBERTACEAE,HERBERTACEAE,GALERAS,5.0,1995.0,2282
53894,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,HEDWIGIACEAE,"HEDWIGIDIUM INTEGRIFOLIUM DIXON, 1939",SUMAPAZ,7.0,2002.0,2678728
53933,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,HEDWIGIACEAE,"HEDWIGIDIUM INTEGRIFOLIUM DIXON, 1939",GALERAS,1.0,1995.0,2678728
53946,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,HEDWIGIACEAE,"HEDWIGIDIUM INTEGRIFOLIUM DIXON, 1939",TAMA,1.0,1999.0,2678728
54212,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,HALENIA ASCLEPIADEA G.DON,IGUAQUE,6.0,2005.0,5596294
54249,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,HALENIA ASCLEPIADEA G.DON,IGUAQUE,4.0,2004.0,5596294
54253,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,HALENIA ASCLEPIADEA G.DON,CHINGAZA,12.0,2003.0,5596294
54274,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,HALENIA BORKH.,CHINGAZA,11.0,2002.0,3169876
54296,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,HALENIA BORKH.,IGUAQUE,12.0,2006.0,3169876
54303,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,HALENIA BORKH.,COCUY,10.0,2000.0,3169876
54976,PLANTAE,BRYOPHYTA,BRYOPSIDA,GRIMMIALES,GRIMMIACEAE,"GRIMMIA LONGIROSTRIS W.J.HOOKER, 1818",TAMA,1.0,1999.0,5281737
54990,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,GREIGIA REG.,SUMAPAZ,1.0,2006.0,2693919
55588,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,GNAPHALIUM ANTENNARIOIDES DC.,CHINGAZA,11.0,2002.0,7838634
55639,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,GNAPHALIUM ANTENNARIOIDES DC.,CHINGAZA,7.0,2003.0,7838634
55646,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,GNAPHALIUM L.,IGUAQUE,12.0,2006.0,5390705
55713,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GERANIALES,GERANIACEAE,GERANIUM L.,LOS NEVADOS,5.0,1995.0,2889949
56837,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,GAMOCHAETA PARAMORA (BLAKE) A.A.ANDERBERG,IGUAQUE,6.0,2005.0,3139682
56856,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,GAMOCHAETA AMERICANA (MILL.) WEDD.,CHINGAZA,11.0,2002.0,3103158
56882,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,GAMOCHAETA AMERICANA (MILL.) WEDD.,CHINGAZA,11.0,2002.0,3103158
57099,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,GENTIANELLA CORYMBOSA (KUNTH) WEAVER & RUDENBERG,IGUAQUE,6.0,2005.0,3843335
57108,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,GENTIANELLA CORYMBOSA (KUNTH) WEAVER & RUDENBERG,CHINGAZA,11.0,2002.0,3843335
57122,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,GENTIANA SEDIFOLIA KUNTH,LOS NEVADOS,5.0,1995.0,7269933
57146,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,GENTIANELLA MOENCH,IGUAQUE,12.0,2006.0,3169845
57151,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,GENTIANELLA MOENCH,LOS NEVADOS,5.0,1995.0,3169845
57161,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,GENTIANELLA CORYMBOSA (KUNTH) WEAVER & RUDENBERG,CHINGAZA,11.0,2002.0,3843335
57279,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,GALIUM ASCENDENS WILLD. EX SPRENG.,CHINGAZA,11.0,2002.0,2915066
57318,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,GALIUM ASCENDENS WILLD. EX SPRENG.,CHINGAZA,3.0,2005.0,2915066
57346,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,GALIUM L.,IGUAQUE,7.0,2006.0,2913027
57374,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,GALIUM MEXICANUM KUNTH,TAMA,7.0,2006.0,2914829
57379,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,LORANTHACEAE,GAIADENDRON PUNCTATUM G.DON,IGUAQUE,11.0,1996.0,7288046
57664,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,FRULLANOIDES DENSIFOLIA RADDI,IGUAQUE,6.0,2005.0,2688919
57691,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIA ARECAE (SPRENG.) GOTTSCHE,GUACHAROS,11.0,2005.0,7714301
57703,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIA ARECAE (SPRENG.) GOTTSCHE,IGUAQUE,6.0,2005.0,7714301
57710,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIA ARECAE (SPRENG.) GOTTSCHE,GUACHAROS,11.0,2005.0,7714301
57724,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIA ARECAE (SPRENG.) GOTTSCHE,GUACHAROS,11.0,2005.0,7714301
57904,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIA BRASILIENSIS RADDI,IGUAQUE,6.0,2005.0,4277005
57926,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIA BRASILIENSIS RADDI,IGUAQUE,6.0,2005.0,4277005
57946,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIA BRASILIENSIS RADDI,IGUAQUE,6.0,2005.0,4277005
58000,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIA INTUMESCENS (LEHM. & LINDENB.) LEHM. & LINDENB.,IGUAQUE,6.0,2005.0,7950642
58235,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIACEAE,IGUAQUE,12.0,2006.0,2269
58321,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIACEAE,IGUAQUE,11.0,1996.0,2269
58510,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIACEAE,IGUAQUE,8.0,1996.0,2269
58587,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,FRULLANIACEAE,IGUAQUE,12.0,2006.0,2269
58652,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,FISSIDENS HEDW.,IGUAQUE,12.0,2006.0,2673216
59067,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,FISSIDENS INTRAMARGINATUS (HAMPE) A.JAEGER,GUACHAROS,11.0,2005.0,7889629
59103,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,"FISSIDENS CRISPUS MONTAGNE, 1838",GUACHAROS,11.0,2005.0,5283006
59119,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,"FISSIDENS CRISPUS MONTAGNE, 1838",GUACHAROS,11.0,2005.0,5283006
59189,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,"FISSIDENS ASPLENIOIDES HEDWIG, 1801",IGUAQUE,6.0,2005.0,5283352
59224,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,"FISSIDENS PELLUCIDUS HORNSCHUCH, 1841",GUACHAROS,11.0,2005.0,5283050
59240,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,"FISSIDENS PELLUCIDUS HORNSCHUCH, 1841",GUACHAROS,11.0,2005.0,5283050
59241,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,"FISSIDENS POLYPODIOIDES HEDWIG, 1801",GUACHAROS,11.0,2005.0,5283307
59409,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,FESTUCA CLEEFIANA E.B.ALEXEEV,IGUAQUE,10.0,2002.0,4126308
59420,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,FESTUCA CLEEFIANA E.B.ALEXEEV,IGUAQUE,10.0,2002.0,4126308
59429,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,FESTUCA CLEEFIANA E.B.ALEXEEV,COCUY,2.0,2008.0,4126308
59445,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,FESTUCA L.,CHINGAZA,4.0,2003.0,2704913
59453,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,FESTUCA TOCA STANA�A­K,IGUAQUE,10.0,2002.0,4112427
59566,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,CONVOLVULACEAE,EVOLVULUS BOGOTENSIS OOSTSTR.,TAMA,7.0,2006.0,3678625
59978,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,BRACHYTHECIACEAE,"EURHYNCHIUM PRAELONGUM W.P.SCHIMPER, 1854",IGUAQUE,6.0,2005.0,2680229
59987,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,"FISSIDENS CURVATUS HORNSCHUCH, 1841",IGUAQUE,6.0,2005.0,5282989
59991,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,BRACHYTHECIACEAE,"EURHYNCHIUM PRAELONGUM W.P.SCHIMPER, 1854",IGUAQUE,6.0,2005.0,2680229
59994,PLANTAE,BRYOPHYTA,BRYOPSIDA,FISSIDENTALES,FISSIDENTACEAE,"FISSIDENS PERFALCATUS BROTHERUS, 1900",IGUAQUE,6.0,2005.0,5282999
60021,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,BRACHYTHECIACEAE,"EURHYNCHIUM PRAELONGUM W.P.SCHIMPER, 1854",IGUAQUE,6.0,2005.0,2680229
60257,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA BOYACENSIS CUATREC.,IGUAQUE,7.0,1997.0,3105089
60272,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA BOYACENSIS CUATREC.,TAMA,7.0,1997.0,3105089
60273,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA BOYACENSIS CUATREC.,IGUAQUE,6.0,2005.0,3105089
60286,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA BOYACENSIS CUATREC.,IGUAQUE,4.0,2004.0,3105089
60332,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA CONGESTIFLORA CUATREC.,TAMA,7.0,2001.0,3105110
60442,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA JIMENEZ-QUESADAE CUATREC.,COCUY,7.0,2001.0,3139340
60450,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA INCANA CUATREC.,TAMA,7.0,2001.0,3105086
60468,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA INCANA CUATREC.,TAMA,7.0,2001.0,3105086
60469,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA HARTWEGIANA SUBSP. CENTROANDINA CUATREC.,LOS NEVADOS,5.0,1995.0,4207706
60483,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA LOPEZII CUATREC.,COCUY,7.0,2001.0,3105109
60496,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MUISKA CUATREC.,COCUY,7.0,2001.0,3139317
60510,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MURILLOI CUATREC. & CUATREC.,TAMA,7.0,2002.0,3105074
60512,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MURILLOI CUATREC. & CUATREC.,IGUAQUE,3.0,1997.0,3105074
60520,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MURILLOI CUATREC. & CUATREC.,TAMA,7.0,2001.0,3105074
60522,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA LOPEZII CUATREC.,COCUY,7.0,2001.0,3105109
60524,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MUISKA CUATREC.,TAMA,7.0,2001.0,3139317
60525,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MURILLOI CUATREC. & CUATREC.,TAMA,7.0,2001.0,3105074
60529,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MURILLOI CUATREC. & CUATREC.,IGUAQUE,4.0,2004.0,3105074
60554,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA PLEIOCHASIA CUATREC.,TAMA,7.0,2001.0,3139333
60572,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MUTIS EX HUMB. & BONPL.,SUMAPAZ,1.0,2006.0,3105048
60599,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MUTIS EX HUMB. & BONPL.,IGUAQUE,12.0,2006.0,3105048
60619,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIA MUTIS EX HUMB. & BONPL.,IGUAQUE,12.0,2006.0,3105048
60653,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIOPSIS COLOMBIANA (CUATREC.) CUATREC.,COCUY,7.0,2001.0,3139302
60690,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.,TAMA,7.0,2001.0,3139332
60698,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.,TAMA,7.0,2001.0,3139332
60699,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIOPSIS COLOMBIANA (CUATREC.) CUATREC.,COCUY,7.0,2001.0,3139302
60719,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.,TAMA,11.0,1998.0,3139332
60726,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIOPSIS MUISKA (CUATREC.) CUATREC.,TAMA,7.0,2001.0,3139316
60728,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.,TAMA,7.0,2001.0,3139332
61375,PLANTAE,BRYOPHYTA,BRYOPSIDA,FUNARIALES,FUNARIACEAE,"ENTOSTHODON BONPLANDII MITTEN, 1869",TAMA,1.0,1999.0,2674071
61388,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,"ENCHISTHENES HARTII (THOMAS, 1892)",SIERRA NEVADA DE SANTA MARTA,6.0,1995.0,4265356
61398,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,ENTODONTACEAE,ENTODON MACROPODUS (HEDW.) MA¼LL.HAL.,IGUAQUE,6.0,2005.0,8380625
61589,PLANTAE,TRACHEOPHYTA,EQUISETOPSIDA,EQUISETALES,EQUISETACEAE,EQUISETUM GIGANTEUM L.,TAMA,11.0,1998.0,7287808
